龙江移动,#genre#
徐州新闻综合,http://47.119.24.76:59093/639731747
优漫卡通频道,http://47.119.24.76:59093/626064703
江阴新闻综合,http://47.119.24.76:59093/955227979
南通新闻综合,http://47.119.24.76:59093/955227985
宜兴新闻综合,http://47.119.24.76:59093/955227996
溧水新闻综合,http://47.119.24.76:59093/639737327
陕西银龄频道,http://47.119.24.76:59093/956909362
陕西都市青春频道,http://47.119.24.76:59093/956909358
陕西秦腔频道,http://47.119.24.76:59093/956909303
陕西新闻资讯频道,http://47.119.24.76:59093/956909289
财富天下,http://47.119.24.76:59093/956923159
镇江新闻综合,http://47.119.24.76:59093/639731783
海南广播电视总台新闻频道,http://47.119.24.76:59093/962067517
海南广播电视总台自贸频道,http://47.119.24.76:59093/962045226
海南广播电视总台社会与法频道,http://47.119.24.76:59093/962045223
海南广播电视总台文旅频道,http://47.119.24.76:59093/962067526
海南广播电视总台少儿频道,http://47.119.24.76:59093/962067523
经典香港电影,http://47.119.24.76:59093/625703337
抗战经典影片,http://47.119.24.76:59093/617432318
新片放映厅,http://47.119.24.76:59093/619495952
CHC影迷电影,http://47.119.24.76:59093/952383261
CHC动作电影,http://47.119.24.76:59093/644368714
CHC家庭影院,http://47.119.24.76:59093/644368373
和美乡途轮播台,http://47.119.24.76:59093/713591450
南方影视,http://47.119.24.76:59093/614961829
中国航天“逆袭”之路,http://47.119.24.76:59093/713600957
中国天气,http://47.119.24.76:59093/959986621
CETV1,http://47.119.24.76:59093/923287154
CETV2,http://47.119.24.76:59093/923287211
CETV4,http://47.119.24.76:59093/923287339
山东教育,http://47.119.24.76:59093/609154353
熊猫频道01,http://47.119.24.76:59093/609158151
熊猫频道1,http://47.119.24.76:59093/608933610
熊猫频道2,http://47.119.24.76:59093/608933640
熊猫频道3,http://47.119.24.76:59093/608934619
熊猫频道4,http://47.119.24.76:59093/608934721
熊猫频道5,http://47.119.24.76:59093/608935104
熊猫频道6,http://47.119.24.76:59093/608935797
熊猫频道7,http://47.119.24.76:59093/609169286
熊猫频道8,http://47.119.24.76:59093/609169287
熊猫频道9,http://47.119.24.76:59093/609169226
熊猫频道10,http://47.119.24.76:59093/609169285
最强综艺趴,http://47.119.24.76:59093/629942228
嘉佳卡通,http://47.119.24.76:59093/614952364
经典动画大集合,http://47.119.24.76:59093/629942219
新动漫,http://47.119.24.76:59093/961930269
新动力量创一流,http://47.119.24.76:59093/713589837
中华特产,http://47.119.24.76:59093/959986618
环球旅游,http://47.119.24.76:59093/958475356
梨园频道,http://47.119.24.76:59093/961930369

咪咕6（720p）,#genre#
中国天气,http://113.98.11.46:3000/959986621
CCTV1,http://113.98.11.46:3000/608807420
CCTV2,http://113.98.11.46:3000/631780532
CCTV3,http://113.98.11.46:3000/624878271
CCTV4,http://113.98.11.46:3000/631780421
CCTV5,http://113.98.11.46:3000/641886683
CCTV5+,http://113.98.11.46:3000/641886773
CCTV6,http://113.98.11.46:3000/624878396
CCTV7,http://113.98.11.46:3000/673168121
CCTV8,http://113.98.11.46:3000/624878356
CCTV9,http://113.98.11.46:3000/673168140
CCTV10,http://113.98.11.46:3000/624878405
CCTV11,http://113.98.11.46:3000/667987558
CCTV12,http://113.98.11.46:3000/673168185
CCTV13,http://113.98.11.46:3000/608807423
CCTV14,http://113.98.11.46:3000/624878440
CCTV15,http://113.98.11.46:3000/673168223
CCTV17,http://113.98.11.46:3000/673168256
CCTV4欧洲,http://113.98.11.46:3000/608807419
CCTV4美洲,http://113.98.11.46:3000/608807416
CGTN外语纪录,http://113.98.11.46:3000/609006487
CGTN阿拉伯语,http://113.98.11.46:3000/609154345
CGTN西班牙语,http://113.98.11.46:3000/609006450
CGTN法语,http://113.98.11.46:3000/609006476
CGTN俄语,http://113.98.11.46:3000/609006446
老故事,http://113.98.11.46:3000/884121956
发现之旅,http://113.98.11.46:3000/624878970
中学生,http://113.98.11.46:3000/708869532
CGTN,http://113.98.11.46:3000/609017205
赛事最经典,http://113.98.11.46:3000/646596895
体坛名栏汇,http://113.98.11.46:3000/629943305
四海钓鱼,http://113.98.11.46:3000/637444975
陕西体育休闲频道,http://113.98.11.46:3000/956909356
24小时城市联赛轮播台,http://113.98.11.46:3000/915512915
武术世界,http://113.98.11.46:3000/958475359
快乐垂钓,http://113.98.11.46:3000/961930263
东方卫视,http://113.98.11.46:3000/651632648
江苏卫视,http://113.98.11.46:3000/623899368
广东卫视,http://113.98.11.46:3000/608831231
北京卫视,http://113.98.11.46:3000/630287636
辽宁卫视,http://113.98.11.46:3000/630291707
河北卫视,http://113.98.11.46:3000/962042070
江西卫视,http://113.98.11.46:3000/783847495
河南卫视,http://113.98.11.46:3000/790187291
陕西卫视,http://113.98.11.46:3000/738910838
大湾区卫视,http://113.98.11.46:3000/608917627
湖北卫视,http://113.98.11.46:3000/947472496
吉林卫视,http://113.98.11.46:3000/947472500
青海卫视,http://113.98.11.46:3000/947472506
东南卫视,http://113.98.11.46:3000/849116810
海南卫视,http://113.98.11.46:3000/947472502
海峡卫视,http://113.98.11.46:3000/849119120
中国农林卫视,http://113.98.11.46:3000/956904896
兵团卫视,http://113.98.11.46:3000/956923145
宁夏卫视,http://113.98.11.46:3000/738910535
重庆卫视,http://113.98.11.46:3000/738910914
三沙卫视,http://113.98.11.46:3000/961023778
上海新闻综合,http://113.98.11.46:3000/651632657
上视东方影视,http://113.98.11.46:3000/617290047
上海第一财经,http://113.98.11.46:3000/608780988
南京新闻综合频道,http://113.98.11.46:3000/838109047
南京教科频道,http://113.98.11.46:3000/838153729
南京十八频道,http://113.98.11.46:3000/838151753
体育休闲频道,http://113.98.11.46:3000/626064707
江苏城市频道,http://113.98.11.46:3000/626064714
江苏国际,http://113.98.11.46:3000/626064674
江苏教育,http://113.98.11.46:3000/628008321
江苏影视频道,http://113.98.11.46:3000/626064697
江苏综艺频道,http://113.98.11.46:3000/626065193
公共新闻频道,http://113.98.11.46:3000/626064693
盐城新闻综合,http://113.98.11.46:3000/639731825
淮安新闻综合,http://113.98.11.46:3000/639731826
泰州新闻综合,http://113.98.11.46:3000/639731818
连云港新闻综合,http://113.98.11.46:3000/639731715
宿迁新闻综合,http://113.98.11.46:3000/639731832
徐州新闻综合,http://113.98.11.46:3000/639731747
优漫卡通频道,http://113.98.11.46:3000/626064703
江阴新闻综合,http://113.98.11.46:3000/955227979
南通新闻综合,http://113.98.11.46:3000/955227985
宜兴新闻综合,http://113.98.11.46:3000/955227996
溧水新闻综合,http://113.98.11.46:3000/639737327
陕西银龄频道,http://113.98.11.46:3000/956909362
陕西都市青春频道,http://113.98.11.46:3000/956909358
陕西秦腔频道,http://113.98.11.46:3000/956909303
陕西新闻资讯频道,http://113.98.11.46:3000/956909289
财富天下,http://113.98.11.46:3000/956923159
镇江新闻综合,http://113.98.11.46:3000/639731783
海南广播电视总台新闻频道,http://113.98.11.46:3000/962067517
海南广播电视总台自贸频道,http://113.98.11.46:3000/962045226
海南广播电视总台社会与法频道,http://113.98.11.46:3000/962045223
海南广播电视总台文旅频道,http://113.98.11.46:3000/962067526
海南广播电视总台少儿频道,http://113.98.11.46:3000/962067523
经典香港电影,http://113.98.11.46:3000/625703337
抗战经典影片,http://113.98.11.46:3000/617432318
新片放映厅,http://113.98.11.46:3000/619495952
CHC影迷电影,http://113.98.11.46:3000/952383261
CHC动作电影,http://113.98.11.46:3000/644368714
CHC家庭影院,http://113.98.11.46:3000/644368373
和美乡途轮播台,http://113.98.11.46:3000/713591450
南方影视,http://113.98.11.46:3000/614961829
中国航天“逆袭”之路,http://113.98.11.46:3000/713600957
CETV1,http://113.98.11.46:3000/923287154
CETV2,http://113.98.11.46:3000/923287211
CETV4,http://113.98.11.46:3000/923287339
山东教育,http://113.98.11.46:3000/609154353
熊猫频道01,http://113.98.11.46:3000/609158151
熊猫频道1,http://113.98.11.46:3000/608933610
熊猫频道2,http://113.98.11.46:3000/608933640
熊猫频道3,http://113.98.11.46:3000/608934619
熊猫频道4,http://113.98.11.46:3000/608934721
熊猫频道5,http://113.98.11.46:3000/608935104
熊猫频道6,http://113.98.11.46:3000/608935797
熊猫频道7,http://113.98.11.46:3000/609169286
熊猫频道8,http://113.98.11.46:3000/609169287
熊猫频道9,http://113.98.11.46:3000/609169226
熊猫频道10,http://113.98.11.46:3000/609169285
最强综艺趴,http://113.98.11.46:3000/629942228
嘉佳卡通,http://113.98.11.46:3000/614952364
经典动画大集合,http://113.98.11.46:3000/629942219
新动漫,http://113.98.11.46:3000/961930269
新动力量创一流,http://113.98.11.46:3000/713589837
中华特产,http://113.98.11.46:3000/959986618
环球旅游,http://113.98.11.46:3000/958475356
梨园频道,http://113.98.11.46:3000/961930369


咪咕7（720p）,#genre#
中国天气,http://222.134.19.49:8090/959986621
CCTV1,http://222.134.19.49:8090/608807420
CCTV2,http://222.134.19.49:8090/631780532
CCTV3,http://222.134.19.49:8090/624878271
CCTV4,http://222.134.19.49:8090/631780421
CCTV5,http://222.134.19.49:8090/641886683
CCTV5+,http://222.134.19.49:8090/641886773
CCTV6,http://222.134.19.49:8090/624878396
CCTV7,http://222.134.19.49:8090/673168121
CCTV8,http://222.134.19.49:8090/624878356
CCTV9,http://222.134.19.49:8090/673168140
CCTV10,http://222.134.19.49:8090/624878405
CCTV11,http://222.134.19.49:8090/667987558
CCTV12,http://222.134.19.49:8090/673168185
CCTV13,http://222.134.19.49:8090/608807423
CCTV14,http://222.134.19.49:8090/624878440
CCTV15,http://222.134.19.49:8090/673168223
CCTV17,http://222.134.19.49:8090/673168256
CCTV4欧洲,http://222.134.19.49:8090/608807419
CCTV4美洲,http://222.134.19.49:8090/608807416
CGTN外语纪录,http://222.134.19.49:8090/609006487
CGTN阿拉伯语,http://222.134.19.49:8090/609154345
CGTN西班牙语,http://222.134.19.49:8090/609006450
CGTN法语,http://222.134.19.49:8090/609006476
CGTN俄语,http://222.134.19.49:8090/609006446
老故事,http://222.134.19.49:8090/884121956
发现之旅,http://222.134.19.49:8090/624878970
中学生,http://222.134.19.49:8090/708869532
CGTN,http://222.134.19.49:8090/609017205
赛事最经典,http://222.134.19.49:8090/646596895
体坛名栏汇,http://222.134.19.49:8090/629943305
四海钓鱼,http://222.134.19.49:8090/637444975
陕西体育休闲频道,http://222.134.19.49:8090/956909356
24小时城市联赛轮播台,http://222.134.19.49:8090/915512915
武术世界,http://222.134.19.49:8090/958475359
快乐垂钓,http://222.134.19.49:8090/961930263
东方卫视,http://222.134.19.49:8090/651632648
江苏卫视,http://222.134.19.49:8090/623899368
广东卫视,http://222.134.19.49:8090/608831231
北京卫视,http://222.134.19.49:8090/630287636
辽宁卫视,http://222.134.19.49:8090/630291707
河北卫视,http://222.134.19.49:8090/962042070
江西卫视,http://222.134.19.49:8090/783847495
河南卫视,http://222.134.19.49:8090/790187291
陕西卫视,http://222.134.19.49:8090/738910838
大湾区卫视,http://222.134.19.49:8090/608917627
湖北卫视,http://222.134.19.49:8090/947472496
吉林卫视,http://222.134.19.49:8090/947472500
青海卫视,http://222.134.19.49:8090/947472506
东南卫视,http://222.134.19.49:8090/849116810
海南卫视,http://222.134.19.49:8090/947472502
海峡卫视,http://222.134.19.49:8090/849119120
中国农林卫视,http://222.134.19.49:8090/956904896
兵团卫视,http://222.134.19.49:8090/956923145
宁夏卫视,http://222.134.19.49:8090/738910535
重庆卫视,http://222.134.19.49:8090/738910914
三沙卫视,http://222.134.19.49:8090/961023778
上海新闻综合,http://222.134.19.49:8090/651632657
上视东方影视,http://222.134.19.49:8090/617290047
上海第一财经,http://222.134.19.49:8090/608780988
南京新闻综合频道,http://222.134.19.49:8090/838109047
南京教科频道,http://222.134.19.49:8090/838153729
南京十八频道,http://222.134.19.49:8090/838151753
体育休闲频道,http://222.134.19.49:8090/626064707
江苏城市频道,http://222.134.19.49:8090/626064714
江苏国际,http://222.134.19.49:8090/626064674
江苏教育,http://222.134.19.49:8090/628008321
江苏影视频道,http://222.134.19.49:8090/626064697
江苏综艺频道,http://222.134.19.49:8090/626065193
公共新闻频道,http://222.134.19.49:8090/626064693
盐城新闻综合,http://222.134.19.49:8090/639731825
淮安新闻综合,http://222.134.19.49:8090/639731826
泰州新闻综合,http://222.134.19.49:8090/639731818
连云港新闻综合,http://222.134.19.49:8090/639731715
宿迁新闻综合,http://222.134.19.49:8090/639731832
徐州新闻综合,http://222.134.19.49:8090/639731747
优漫卡通频道,http://222.134.19.49:8090/626064703
江阴新闻综合,http://222.134.19.49:8090/955227979
南通新闻综合,http://222.134.19.49:8090/955227985
宜兴新闻综合,http://222.134.19.49:8090/955227996
溧水新闻综合,http://222.134.19.49:8090/639737327
陕西银龄频道,http://222.134.19.49:8090/956909362
陕西都市青春频道,http://222.134.19.49:8090/956909358
陕西秦腔频道,http://222.134.19.49:8090/956909303
陕西新闻资讯频道,http://222.134.19.49:8090/956909289
财富天下,http://222.134.19.49:8090/956923159
镇江新闻综合,http://222.134.19.49:8090/639731783
海南广播电视总台新闻频道,http://222.134.19.49:8090/962067517
海南广播电视总台自贸频道,http://222.134.19.49:8090/962045226
海南广播电视总台社会与法频道,http://222.134.19.49:8090/962045223
海南广播电视总台文旅频道,http://222.134.19.49:8090/962067526
海南广播电视总台少儿频道,http://222.134.19.49:8090/962067523
经典香港电影,http://222.134.19.49:8090/625703337
抗战经典影片,http://222.134.19.49:8090/617432318
新片放映厅,http://222.134.19.49:8090/619495952
CHC影迷电影,http://222.134.19.49:8090/952383261
CHC动作电影,http://222.134.19.49:8090/644368714
CHC家庭影院,http://222.134.19.49:8090/644368373
和美乡途轮播台,http://222.134.19.49:8090/713591450
南方影视,http://222.134.19.49:8090/614961829
中国航天“逆袭”之路,http://222.134.19.49:8090/713600957
CETV1,http://222.134.19.49:8090/923287154
CETV2,http://222.134.19.49:8090/923287211
CETV4,http://222.134.19.49:8090/923287339
山东教育,http://222.134.19.49:8090/609154353
熊猫频道01,http://222.134.19.49:8090/609158151
熊猫频道1,http://222.134.19.49:8090/608933610
熊猫频道2,http://222.134.19.49:8090/608933640
熊猫频道3,http://222.134.19.49:8090/608934619
熊猫频道4,http://222.134.19.49:8090/608934721
熊猫频道5,http://222.134.19.49:8090/608935104
熊猫频道6,http://222.134.19.49:8090/608935797
熊猫频道7,http://222.134.19.49:8090/609169286
熊猫频道8,http://222.134.19.49:8090/609169287
熊猫频道9,http://222.134.19.49:8090/609169226
熊猫频道10,http://222.134.19.49:8090/609169285
最强综艺趴,http://222.134.19.49:8090/629942228
嘉佳卡通,http://222.134.19.49:8090/614952364
经典动画大集合,http://222.134.19.49:8090/629942219
新动漫,http://222.134.19.49:8090/961930269
新动力量创一流,http://222.134.19.49:8090/713589837
中华特产,http://222.134.19.49:8090/959986618
环球旅游,http://222.134.19.49:8090/958475356
梨园频道,http://222.134.19.49:8090/961930369



极速港台1,#genre#
翡翠台4K(字幕),https://cdn3.indevs.in/stream/tvb/fct4k/
凤凰中文,https://cdn6.cc.cd/163189/fhzw
CCTV1港澳版,https://cdn6.cc.cd/163189/cctv1
CCTV13,https://10.fast.hidns.vip/163189/cctv13/
TVB Plus(字幕),https://cdn3.indevs.in/stream/tvb/tvbp/
HOY TV,https://cdn6.cc.cd/163189/hoy
HOY TV,https://fast.hidns.vip/163189/hoy
HOY资讯台,https://fast.hidns.vip/163189/hoy78
HOY国际财经台,https://cdn11.163189.xyz/163189/hoy76
ViuTV,https://10.fast.hidns.vip/163189/viu/
ViuTVsix,https://10.fast.hidns.vip/163189/viu6/
NOW新闻台,https://fast.hidns.vip/163189/now
RTHK31,https://fast.hidns.vip/163189/rthk31
RTHK32,https://fast.hidns.vip/163189/rthk32
澳视澳门,https://cdn6.cc.cd/163189/asam
澳视卫星,https://cdn6.cc.cd/163189/as
澳门体育,https://cdn6.cc.cd/163189/amty
澳门综艺,https://cdn6.cc.cd/163189/amzy
澳门莲花,https://cdn6.cc.cd/163189/amlh
重温经典,https://cdn6.cc.cd/163189/cwjd
凤凰资讯,https://cdn6.cc.cd/163189/fhzx
凤凰香港,https://cdn6.cc.cd/163189/fhhk
TVB1,https://cdn6.cc.cd/163189/tvb1
TVBJ1,https://cdn6.cc.cd/163189/j1
翡翠剧集台,https://cdn6.cc.cd/163189/tvbd
翡翠台,https://cdn6.cc.cd/163189/fct
翡翠台(字幕),https://cdn3.indevs.in/stream/tvb/fct/
明珠台(字幕),https://cdn3.indevs.in/stream/tvb/mzt/
无线新闻台,https://cdn6.cc.cd/163189/wxxw
广东珠江,https://2.fast.hidns.vip/163189/gdzj
广东体育,https://2.fast.hidns.vip/163189/gdty
八度空间,https://cdn6.cc.cd/163189/8tv
CH5,https://cdn6.cc.cd/163189/ch5
CH8,https://cdn6.cc.cd/163189/ch8
CHU,https://cdn6.cc.cd/163189/chu
龙华电影,https://8.fast.hidns.vip/163189/lhdy
龙华经典,https://8.fast.hidns.vip/163189/lhjd
龙华偶像,https://8.fast.hidns.vip/163189/lhox
龙华日韩,https://8.fast.hidns.vip/163189/lhrh
龙华戏剧,https://8.fast.hidns.vip/163189/lhxj
龙华洋片,https://8.fast.hidns.vip/163189/lhyp
龙华卡通,https://8.fast.hidns.vip/163189/lhkt
金光布袋戏,https://cdn3.indevs.in/stream/live/jgbdx/
华丽翡翠台,https://cdn6.cc.cd/163189/hlfct
TVB亚洲武侠,https://cdn6.cc.cd/163189/yzwx
TVB娱乐新闻台,https://cdn6.cc.cd/163189/ylxw
无线新闻台,https://cdn6.cc.cd/163189/wxxwt
TVB星河,https://cdn6.cc.cd/163189/tvbxh
海峡卫视,https://10.fast.hidns.vip/163189/hxws/
海峡卫视,https://168.sryze.cc/163189/hxws
TVB星河,https://10.fast.hidns.vip/163189/xinghe/
天映新加坡,https://10.fast.hidns.vip/163189/typd/
天映经典,https://10.fast.hidns.vip/163189/ccm/
华丽翡翠台,https://cdn3.indevs.in/stream/live/hlt/
华丽翡翠台(硬字幕),https://cdn6.cc.cd/163189/jade
华丽翡翠台(新加坡),https://cdn3.indevs.in/stream/live/jade/
Astro AOD,https://cdn3.indevs.in/stream/live/aod/
Astro AEC,https://cdn3.indevs.in/stream/live/aec/
Astro QJ,https://cdn3.indevs.in/stream/live/qj/
Astro欢喜台,https://cdn3.indevs.in/stream/live/hxt/
爱奇艺,https://cdn3.indevs.in/stream/live/iqiyi/
天映频道,https://cdn3.indevs.in/stream/live/typd/
天映经典,https://cdn3.indevs.in/stream/live/ccm/
TVB星河,https://cdn3.indevs.in/stream/live/tvbxh/
千禧经典台,https://cdn3.indevs.in/stream/live/tvbc/
翡翠台(WebVTT字幕),https://10.fast.hidns.vip/163189/fct/
明珠台(WebVTT字幕),https://10.fast.hidns.vip/163189/mzt/
TVB Plus(WebVTT字幕),https://10.fast.hidns.vip/163189/tvbp/
黄金华剧台(WebVTT字幕),https://10.fast.hidns.vip/163189/hjhjt/
重温经典,https://168.sryze.cc/163189/cwjd
广州综合,https://168.sryze.cc/163189/gzzh
广州新闻,https://168.sryze.cc/163189/gzxw
广州南国都市,https://cdn15.163189.xyz/163189/ngds
五星体育,https://cdn15.163189.xyz/163189/wxty
民视影剧台,https://cdn12.178.indevs.in/163189/msyj
公视戏剧,https://cdn12.178.indevs.in/163189/gsxj
采昌影剧台,https://cdn12.178.indevs.in/163189/ccyj
靖天映画,https://cdn12.178.indevs.in/163189/jtyh
靖天戏剧台,https://cdn12.178.indevs.in/163189/jtxj
靖天电影台,https://cdn12.178.indevs.in/163189/jtdy
靖洋戏剧台,https://cdn12.178.indevs.in/163189/jyxj
影迷数位电影台,https://cdn12.178.indevs.in/163189/ymswdyt
amc电影台,https://cdn12.178.indevs.in/163189/amc
CinemaWorld,https://cdn12.178.indevs.in/163189/cinemaworld
My Cinema Europe,https://cdn12.178.indevs.in/163189/mce
经典电影台,https://cdn12.178.indevs.in/163189/jddyt
CMusic,https://cdn12.178.indevs.in/163189/cmusic
DreamWorks梦工厂动画,https://cdn12.178.indevs.in/163189/dreamworks
精选动漫台,https://cdn12.178.indevs.in/163189/jxdmt
金光布袋戏,https://cdn12.178.indevs.in/163189/jgbdx
TVB Plus,https://smt.1678520.xyz/163189/tvbp
纬来电影台,https://smt.1678520.xyz/163189/wldy
纬来戏剧台,https://smt.1678520.xyz/163189/wlxj
纬来体育台,https://smt.1678520.xyz/163189/wlty
龙祥时代,https://smt.1678520.xyz/163189/lxsd
东森电影,https://smt.1678520.xyz/163189/dsdy
东森戏剧,https://smt.1678520.xyz/163189/dsxj
东森洋片,https://smt.1678520.xyz/163189/dsyp
咪咕4K(限移动网络),http://r.jdshipin.com/ln4xk
咪咕4K-2(限移动网络),http://r.jdshipin.com/Lqdwf

极速港台2,#genre#
盗源狗si全家 全家下地狱
翡翠台,http://gd.wsd.gd.cn:1698/hls/92/index.m3u8
翡翠台,http://116.77.239.26:44300/tsfile/live/0141_1.m3u8
翡翠台,http://211.97.63.3:3443/hls/541/index.m3u8
翡翠台,http://everydaytv.top/live/ggiptv/jade/playlist.m3u8
凤凰中文台,http://a68c7fdd1bed6600da71182507b4eab9.everydaytv.top/live/ggiptv/jade/playlist.m3u8
凤凰中文,http://bobohome.ignorelist.com:20247/fengshows?id=2.m3u8
凤凰资讯,http://bobohome.ignorelist.com:20247/fengshows?id=1.m3u8
凤凰香港,http://bobohome.ignorelist.com:20247/fengshows?id=3.m3u8

中天新闻,http://173.208.234.146/live/ctinews.m3u8
美亚电影,http://173.208.234.146/live/mymovie.m3u8
天映频道,http://173.208.234.146/live/typd.m3u8
爆谷台,http://173.208.234.146/live/nowbg.m3u8
星影台,http://173.208.234.146/live/nowxy.m3u8
Now星影台,http://iptv.852851.xyz/l/5gC9h6XtL1X3bJoC55t2qVlMPysmpR1MOrEigXzD1If0rc4moQDCzruuZ2JwV18A/index.m3u8
Now爆谷台,http://iptv.852851.xyz/l/xymz3CGYlMrfo9JW4yleXnZvlU8Q2uy0jRAohSOLl-N6DgSxzX4rvm6JAA14_eLl/index.m3u8
NOW新闻台,http://psyl11.dyndns.tv:35451/live/axdynowtream/fSlawNmh15/23.ts

SPOTV,http://iptv.4666888.xyz/iptv2A.php?id=2
SPOTV2,http://iptv.4666888.xyz/iptv2A.php?id=1
astroFootball,http://iptv.4666888.xyz/iptv2A.php?id=4
TntSports1,http://iptv.4666888.xyz/iptv2A.php?id=3
智林體育,http://iptv.4666888.xyz/iptv2A.php?id=5
JSPORTS1,http://iptv.4666888.xyz/iptv2A.php?id=6
SkyTennis+,http://iptv.4666888.xyz/iptv2A.php?id=62
鳳凰中文,http://iptv.4666888.xyz/iptv2A.php?id=27
TVB黃金華劇,http://iptv.4666888.xyz/iptv2A.php?id=34
TVB翡翠(馬來),http://iptv.4666888.xyz/iptv2A.php?id=28
TVB明珠,http://iptv.4666888.xyz/iptv2A.php?id=29
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=26
TVB1,http://iptv.4666888.xyz/iptv2A.php?id=25
千禧經典,http://iptv.4666888.xyz/iptv2A.php?id=22
HOY77,http://iptv.4666888.xyz/iptv2A.php?id=35
TVB-獎門人,http://iptv.4666888.xyz/iptv2A.php?id=31
TVB-金曲,http://iptv.4666888.xyz/iptv2A.php?id=57
RTHK31,http://iptv.4666888.xyz/iptv2A.php?id=23
TVB娛樂新聞,http://iptv.4666888.xyz/iptv2A.php?id=36
MYTV黃金翡翠,http://iptv.4666888.xyz/iptv2A.php?id=32
TVB翡翠劇集,http://iptv.4666888.xyz/iptv2A.php?id=33
澳視澳門,http://iptv.4666888.xyz/iptv2A.php?id=41
中國電影,http://iptv.4666888.xyz/iptv2A.php?id=61
TVBS新聞,http://iptv.4666888.xyz/iptv2A.php?id=43
非凡新聞,http://iptv.4666888.xyz/iptv2A.php?id=44
民視,http://iptv.4666888.xyz/iptv2A.php?id=55
華藝中文,http://iptv.4666888.xyz/iptv2A.php?id=37
愛奇藝,http://iptv.4666888.xyz/iptv2A.php?id=21
靖洋戲劇,http://iptv.4666888.xyz/iptv2A.php?id=42
靖天電影,http://iptv.4666888.xyz/iptv2A.php?id=56
東森電影,http://iptv.4666888.xyz/iptv2A.php?id=48
緯來電影,http://iptv.4666888.xyz/iptv2A.php?id=54
龍華電影,http://iptv.4666888.xyz/iptv2A.php?id=45
龍華洋片,http://iptv.4666888.xyz/iptv2A.php?id=60
風雲恐怖電影,http://iptv.4666888.xyz/iptv2A.php?id=59
ROCK_Action,http://iptv.4666888.xyz/iptv2A.php?id=50
梦工场动漫,http://iptv.4666888.xyz/iptv2A.php?id=40
Duck TV兒童卡通,http://iptv.4666888.xyz/iptv2A.php?id=39
MOMO親子,http://iptv.4666888.xyz/iptv2A.php?id=49
金光布袋戲,http://iptv.4666888.xyz/iptv2A.php?id=38
民視綜藝,http://iptv.4666888.xyz/iptv2A.php?id=46
民視影劇,http://iptv.4666888.xyz/iptv2A.php?id=53
TVBS精采,http://iptv.4666888.xyz/iptv2A.php?id=47
臺視綜合,http://iptv.4666888.xyz/iptv2A.php?id=51
東森綜合2,http://iptv.4666888.xyz/iptv2A.php?id=58
八度空間,http://iptv.4666888.xyz/iptv2A.php?id=52
韓流美食料理秀,http://iptv.4666888.xyz/iptv2A.php?id=63
娛樂百分百,http://iptv.4666888.xyz/iptv2A.php?id=64
綜藝大贏家,http://iptv.4666888.xyz/iptv2A.php?id=65

香港C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/index.m3u8
香港32台,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
香港33台,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港34台,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
香港35台,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
TVB星河3,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
娱乐新闻,http://v2hcdn.jdshipin.com/enew/enew.stream/chunklist_w103.m3u8
TVBJ1,https://bcovlive-a.akamaihd.net/e360e3f9895c4fae99b133ec8dc20f01/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8



四季台湾,#genre#
三立新闻,https://d2jc41c1shgcol.cloudfront.net/live/iNEWS/playlist.m3u8
中天新闻,https://d2jc41c1shgcol.cloudfront.net/live/CtiNEWS1/playlist.m3u8
东森新闻,https://d2jc41c1shgcol.cloudfront.net/live/EBCNews/playlist.m3u8
中视新闻,https://d2jc41c1shgcol.cloudfront.net/live/ctvnewsqt/playlist.m3u8
华视新闻,https://d2jc41c1shgcol.cloudfront.net/live/ctsnewsqt/playlist.m3u8
民视新闻,https://d2jc41c1shgcol.cloudfront.net/live/ftvnewsqt/playlist.m3u8
TVBS新闻,https://d2jc41c1shgcol.cloudfront.net/live/tvbsnewsqt/playlist.m3u8
LIVE三立,https://d2jc41c1shgcol.cloudfront.net/live/setnewsrtmp/playlist.m3u8
中天新闻,http://nmk.ioapk.com:5050/of-4gtv-4gtv009/index.m3u8?proxy=true
中天新闻,http://45.12.82.223:8080/live/yt01.m3u8
中天新闻,http://iactive-clink.com:8081/live/111ztxw.m3u8
中天新闻,http://111.0.115.129:8081/live/000ztxw.m3u8
中天新闻,http://safe.shanghairta.com:8081/live/000ztxw.m3u8
中天新闻,http://hsjky.com.cn:8081/live/999ztxw.m3u8
民視新聞,http://211.72.174.95:8117/0.ts
台视新聞,https://live.wcetv.com/hls/m3u8/ttvnews.m3u8
原視,https://hc9lby9bzw8zcar.wcetv.com/hls/titv.m3u8
中視,http://211.72.174.95:8113/0.ts
華視,http://211.72.174.95:8114/0.ts
公視,http://211.72.174.95:8116/0.ts
